Material|Old Material|Vendor ID|Vendor Name|List Price|Quantity|PDT/LT|SKU Category|Selling UOM|Material Description|DChain Spec Status|Material Group 2 Description|Material Group 5 Description|Sales Text (F)
FISFB012925|FISFB012925|IC5008|FISHER SCIENTIFIC|425.00|0.00|49|CATALOG|CS|Fisherbrand Surface Treated Tissue Cultu||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB012928|FISFB012928|IC5008|FISHER SCIENTIFIC|384.00|0.00|49|CATALOGUE|CS|Surface Treated SterileTissue Culture Pl||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB012937|FISFB012937|IC5008|FISHER SCIENTIFIC|434.00|0.00|49||CS|Fisherbrand# Surface Treated Sterile Tis||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911438|FISFB02911438|IC5008|FISHER SCIENTIFIC|74.00|0.00|49||CS|Amber Gls Btls wt Wht PP, 30ml, 24/Cs||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911439|FISFB02911439|IC5008|FISHER SCIENTIFIC|91.00|0.00|49|CATALOG|CS|FB Amber WMPKR Gls Btls wt Wht Polypropy||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911440|FISFB02911440|IC5008|FISHER SCIENTIFIC|101.00|0.00|49|CATALOG|CS|FB Amber WMPKR Gls Btls wt Wht Polypropy||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911441|FISFB02911441|IC5008|FISHER SCIENTIFIC|140.00|0.00|49|CATALOG|CS|Amber wide mouth packer glass bottle wt||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911443|FISFB02911443|IC5008|FISHER SCIENTIFIC|139.00|60.00|49||CS|Fisherbrand Amber Wide Mouth Packer Glas||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911450A|FISFB02911450A|IC5008|FISHER SCIENTIFIC|312.00|0.00|49|CATALOG|CS|Fisherbrand Amber Wide Mouth Packet Glas||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911451A|FISFB02911451A|IC5008|FISHER SCIENTIFIC|353.00|0.00|49|CATALOG|CS|Fisherbrand Amber Wide Mouth Packer Glas||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911452A|FISFB02911452A|IC5008|FISHER SCIENTIFIC|247.00|0.00|49|CATALOGUE|CS|Fisherbrand Amber Wide Mouth Packer Glas||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911460A|FISFB02911460A|IC5008|FISHER SCIENTIFIC|130.00|0.00|49|CATALOG|CS|FB Clear Graduated Glass Bottles wt Wht||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911741|FISFB02911741|IC5008|FISHER SCIENTIFIC|52.00|0.00|49|CATALOG|CS|Fisherbrand Amber Boston Round Glass Bot||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911753|FISFB02911753|IC5008|FISHER SCIENTIFIC|77.00|6.00|49|CATALOG|CS|Fisherbrand Clear Bottom Round Glass Bot||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911754|FISFB02911754|IC5008|FISHER SCIENTIFIC|98.00|0.00|49|CATALOG|CS|FB Clear Boston Round Glass Bottles wt c||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911767|FISFB02911767|IC5008|FISHER SCIENTIFIC|188.00|0.00|49||CS|FB WM Glass Bottles wt Caps 450ml, 24/Cs||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911770|FISFB02911770|IC5008|FISHER SCIENTIFIC|156.00|0.00|49||CS|FB Wide Mouth Btls wt Caps, 240ml, 24/Cs||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911772|FISFB02911772|IC5008|FISHER SCIENTIFIC|80.00|0.00|49|CATALOG|CS|BTL CLR STR SD W/PV 16OZ 12/CS||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911773|FISFB02911773|IC5008|FISHER SCIENTIFIC|74.00|0.00|49|CATALOG|CS|FB Clear Straight Sided Glass Jars w/Wht||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911775|FISFB02911775|IC5008|FISHER SCIENTIFIC|98.00|0.00|49|CATALOG|CS|Fisherbrand# Clear Straight Sided Glass||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911776|FISFB02911776|IC5008|FISHER SCIENTIFIC|58.00|0.00|49|CATALOG|CS|FB Clr Straight Sided Glass Jar w/Wht PP||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911780|FISFB02911780|IC5008|FISHER SCIENTIFIC|81.00|11.00|49|CATALOG|CS|Fisherbrand# Clear Boston Round Glass Bo||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911782|FISFB02911782|IC5008|FISHER SCIENTIFIC|132.00|0.00|49|CATALOG|CS|FB Clr Boston Rnd Gls Btls w/Blk Phenoli||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911789|FISFB02911789|IC5008|FISHER SCIENTIFIC|48.00|26.00|49|CATALOG|CS|Fisherbrand Clear Boston Round Glass Bot||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02911920|FISFB02911920|IC5008|FISHER SCIENTIFIC|125.00|0.00|49|CATALOGUE|CS|FB CLR Strght Sided Gls Jar w/Wht PP Cap||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02912045|FISFB02912045|IC5008|FISHER SCIENTIFIC|263.00|0.00|49|CATALOGUE|CS|FB Amber W/M Straight Sided Gls Jar w/Wh||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02912070|FISFB02912070|IC5008|FISHER SCIENTIFIC|205.00|0.00|49|CATALOG|PK|FB White Polypropylene Caps, 100/Pk||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB02912267|FISFB02912267|IC5008|FISHER SCIENTIFIC|119.00|0.00|49|CATALOG|CS|Polystyrene Jars wt White Polypropylene||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0340922C|FISFB0340922C|IC5008|FISHER SCIENTIFIC|116.00|0.00|49|CATALOG|PK|Fisherbrand# Translucent White Wash Bott||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0340922D|FISFB0340922D|IC5008|FISHER SCIENTIFIC|112.00|0.00|49||PK|FB Translucent White Wash Btls, 1L, 4/Pk||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0340923K|FISFB0340923K|IC5008|FISHER SCIENTIFIC|133.00|0.00|49||PK|Fisherbrand# Safety-Labeled Wash Bottles||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0340923M|FISFB0340923M|IC5008|FISHER SCIENTIFIC|133.00|0.00|49|CATALOG|PK|FB Safety-Labeled Wash Bottles, 500mL, D||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0340935|FISFB0340935|IC5008|FISHER SCIENTIFIC|74.00|0.00|49||PK|Safety-Labeled Wash Btl,Isopropanol,3/pk||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0875711A|FISFB0875711A|IC5008|FISHER SCIENTIFIC|830.00|0.00|49|CATALOG|CS|Petri Dishes Specialty, Slippable lid 10||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0875711C|FISFB0875711C|IC5008|FISHER SCIENTIFIC|748.00|0.00|49|CATALOG|CS|65X15MM STACKABLE CONTACT||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0875711YZ|FISFB0875711YZ|IC5008|FISHER SCIENTIFIC|464.00|0.00|49|CATALOG|CS|Petri Dish; 35x10mm; PS; Sterilized (500||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0875711Z|FISFB0875711Z|IC5008|FISHER SCIENTIFIC|589.00|0.00|49|CATALOGUE|CS|Fisherbrand# Petri Dishes Specialty, 400||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0875712|FISFB0875712|IC5008|FISHER SCIENTIFIC|262.00|0.00|49|CATALOG|CS|FB Petri Dish with Clear Lid, 100x15mm,||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0875713|FISFB0875713|IC5008|FISHER SCIENTIFIC|262.00|0.00|49|CATALOG|CS|Fisherbrand Petri Dishes w/CLR Lid,100x1||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0875713A|FISFB0875713A|IC5008|FISHER SCIENTIFIC|368.00|0.00|49|CATALOG|CS|Fisherbrand Petri Dish with Clear Lid 60||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB0875714|FISFB0875714|IC5008|FISHER SCIENTIFIC|386.00|0.00|49|CATALOG|CS|Petri Dish with Clear Lid, 150 x 15mm, 1||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB087582|FISFB087582|IC5008|FISHER SCIENTIFIC|646.00|0.00|49|CATALOG|CS|Quad Dish; X-Plate; Stackable Lid, Raise||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB087583|FISFB087583|IC5008|FISHER SCIENTIFIC|637.00|0.00|49|CATALOG|CS|FB Petri Dishes, TriDish, Y-Plate, Stack||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB100100|FISFB100100|IC5008|FISHER SCIENTIFIC|130.00|0.00|49|CATALOG|PK|FB Reusable Glass Low-Form Griffin Beake||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB1001000|FISFB1001000|IC5008|FISHER SCIENTIFIC|155.00|0.00|49|CATALOG|PK|BEAKER GRIFFIN 1000ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB100150|FISFB100150|IC5008|FISHER SCIENTIFIC|115.00|0.00|49|CATALOG|PK|BEAKER GRIFFIN 150ML 12/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB100250|FISFB100250|IC5008|FISHER SCIENTIFIC|120.00|0.00|49|CATALOG|PK|Reusable Glass Low-Form Griffin Beakers,||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB100400|FISFB100400|IC5008|FISHER SCIENTIFIC|137.00|0.00|49|CATALOG|PK|BEAKER GRIFFIN 400ML 12/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB10050|FISFB10050|IC5008|FISHER SCIENTIFIC|132.00|0.00|49||PK|FB Low-Form Griffin Beaker, 12/Pk||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB100600|FISFB100600|IC5008|FISHER SCIENTIFIC|88.00|0.00|49|CATALOG|PK|BEAKER GRIFFIN 600ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB1011000|FISFB1011000|IC5008|FISHER SCIENTIFIC|351.00|0.00|49|CATALOG|PK|Reusable Glass Heavy-Duty Low-Form Beake||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB1012000|FISFB1012000|IC5008|FISHER SCIENTIFIC|477.00|0.00|49|CATALOG|PK|BEAKER HEVI DUTY 2000ML 4/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB101250|FISFB101250|IC5008|FISHER SCIENTIFIC|245.00|0.00|49|CATALOG|PK|BEAKER HEVI DUTY 250ML 12/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB101400|FISFB101400|IC5008|FISHER SCIENTIFIC|325.00|0.00|49|CATALOGUE|PK|GLASS BEAKER; HEAVY DUTY; 400ML (12/PK)||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB1014000|FISFB1014000|IC5008|FISHER SCIENTIFIC|224.00|0.00|49|CATALOG|EA|BEAKER HEVI DUTY 4000ML 1/EA||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB101600|FISFB101600|IC5008|FISHER SCIENTIFIC|193.00|0.00|49|CATALOG|PK|BEAKER HEVI DUTY 600ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB1019610|FISFB1019610|IC5008|FISHER SCIENTIFIC|2023.00|0.00|49|CATALOGUE|EA|FB Lab Grade Cylindrical Dewar Flask w/A||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB10197A|FISFB10197A|IC5008|FISHER SCIENTIFIC|555.00|0.00|49||EA|Fisherbrand### Lab Grade Cylindrical Dew||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB102|FISFB102|IC5008|FISHER SCIENTIFIC|0.00|0.00|49|CATALOGUE|PK|CUVETTES PLUS 2MM GAP 50/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB102100|FISFB102100|IC5008|FISHER SCIENTIFIC|146.00|0.00|49|CATALOG|PK|Reusable Glass Berzelius Beakers 100mL (||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB1021000|FISFB1021000|IC5008|FISHER SCIENTIFIC|195.00|0.00|49|CATALOG|PK|Reusable Glass Berzelius Beakers 1000mL||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB102300|FISFB102300|IC5008|FISHER SCIENTIFIC|178.00|0.00|49|CATALOG|PK|Reusable Glass Berzelius Beakers 300mL (||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB102400|FISFB102400|IC5008|FISHER SCIENTIFIC|100.00|0.00|49|CATALOG|PK|Reusable Glass Berzelius Beakers 400mL (||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB102600|FISFB102600|IC5008|FISHER SCIENTIFIC|129.00|0.00|49|CATALOG|PK|Reusable Glass Berzelius Beakers 600mL (||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB104|FISFB104|IC5008|FISHER SCIENTIFIC|0.00|0.00|49|CATALOG|PK|CUVETTES PLUS 4MM GAP 50/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB11865155|FISFB11865155|IC5008|FISHER SCIENTIFIC|88.00|0.00|49|CATALOG|PK|FB Safety-Vented Wash Btl, Isopropanol||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB11865163|FISFB11865163|IC5008|FISHER SCIENTIFIC|88.00|0.00|49||PK|FB WASH BTL VENT ETHANOL, 500ML, 3/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12007300|FISFB12007300|IC5008|FISHER SCIENTIFIC|152.00|0.00|49|CATALOG|PK|Fisherbrand Bench Protector > 46cm by 57||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12007301|FISFB12007301|IC5008|FISHER SCIENTIFIC|593.00|0.00|49|CATALOG|EA|Fisherbrand# Bench Protector||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12007302|FISFB12007302|IC5008|FISHER SCIENTIFIC|301.00|0.00|49|CATALOG|EA|Fisherbrand# Bench Protector||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12566503|FISFB12566503|IC5008|FISHER SCIENTIFIC|237.00|0.00|49|CATALOG|CS|Fisherbrand# Disposable PES Filter Units||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12566504|FISFB12566504|IC5008|FISHER SCIENTIFIC|295.00|0.00|49||CS|FB FILTER, PES, 500ML, 75MM, 0.2UM||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12566506|FISFB12566506|IC5008|FISHER SCIENTIFIC|467.00|0.00|49||EA|Fisherbrand# Disposable PES Filter Units||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12566509|FISFB12566509|IC5008|FISHER SCIENTIFIC|157.00|0.00|49|CATALOG|CS|Fisherbrand# Disposable PES Bottle Top F||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12566510|FISFB12566510|IC5008|FISHER SCIENTIFIC|212.00|0.00|49|CATALOG|CS|FB Disp. Bottle Top Filter, 500mL, 12/Cs||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12566512|FISFB12566512|IC5008|FISHER SCIENTIFIC|326.00|0.00|49|CATALOG|CS|Fisherbrand Disposable PED Bottle Top Fi||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12566514|FISFB12566514|IC5008|FISHER SCIENTIFIC|185.00|0.00|49|CATALOGUE|CS|FB Polystyrene Storage Bottles, 250mL, 2||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB12566515|FISFB12566515|IC5008|FISHER SCIENTIFIC|132.00|0.00|49||CS|FLTR RECEIVER, PS, 500ML, 45MM||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB14127564|FISFB14127564|IC5008|FISHER SCIENTIFIC|0.00|0.00|49|CATALOG|EA|Laboratory Notebooks, Blue, Line, 200 pa||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB14127569|FISFB14127569|IC5008|FISHER SCIENTIFIC|325.00|0.00|49|CATALOG|EA|Laboratory Notebook, Grid, Green||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB14955202|FISFB14955202|IC5008|FISHER SCIENTIFIC|1036.00|0.00|49|CATALOG|EA|(HAZ) FB Motorized Pipet Filler||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB149561D|FISFB149561D|IC5008|FISHER SCIENTIFIC|359.00|0.00|49||CS|FB Round-Btm Test Tubes Wt Cap, 500/Cs||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB149567E||IC5008|FISHER SCIENTIFIC|295.00|0.00|49||CS|TEST TB NONSTR PRO 17X100 M/CS||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB149569C|FISFB149569C|IC5008|FISHER SCIENTIFIC|231.00|0.00|49||CS|Printed Disp Culture Tubes,14ml, 50/Cs||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB200250|FISFB200250|IC5008|FISHER SCIENTIFIC|71.00|0.00|49|CATALOGUE|EA|FB Reusable Gls Flat-Bottom Boiling Flas||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB201100|FISFB201100|IC5008|FISHER SCIENTIFIC|127.00|0.00|49|CATALOG|PK|FLASK BOILING RND B 100ML 2/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB201500|FISFB201500|IC5008|FISHER SCIENTIFIC|153.00|0.00|49|CATALOGUE|PK|FLASK BOILING RND B 500ML 2/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB3001000|FISFB3001000|IC5008|FISHER SCIENTIFIC|695.00|0.00|49|CATALOG|PK|FLASK FILTERING 1000ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB3002000|FISFB3002000|IC5008|FISHER SCIENTIFIC|242.00|0.00|49|CATALOG|EA|FLASK FILTERING 2000ML||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB300250|FISFB300250|IC5008|FISHER SCIENTIFIC|268.00|4.00|49|CATALOG|PK|FLASK FILTERING 250ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB300500|FISFB300500|IC5008|FISHER SCIENTIFIC|439.00|0.00|49|CATALOG|PK|FLASK FILTERING 500ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB40010|FISFB40010|IC5008|FISHER SCIENTIFIC|804.00|0.00|49|CATALOG|CS|FLASK VOLUMETRIC 10ML 12/CS||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB400200|FISFB400200|IC5008|FISHER SCIENTIFIC|617.00|0.00|49|CATALOGUE|PK|FLASK VOLUMETRIC 200ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB4002000|FISFB4002000|IC5008|FISHER SCIENTIFIC|194.00|0.00|49|CATALOG|EA|FLASK VOLUMETRIC 2000ML 1/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB40110|FISFB40110|IC5008|FISHER SCIENTIFIC|617.00|0.00|49|CATALOG|CS|FLASK VOL KX A 10ML 12/CS||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB4012000|FISFB4012000|IC5008|FISHER SCIENTIFIC|205.00|0.00|49|CATALOG|EA|FLASK VOLUMETRIC 2000ML 1/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB5001000|FISFB5001000|IC5008|FISHER SCIENTIFIC|159.00|0.00|49|CATALOG|PK|FLSK ERLENM NM GLS 1000ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB500125|FISFB500125|IC5008|FISHER SCIENTIFIC|135.00|0.00|49|CATALOG|PK|FLSK ERLENM NM GLS 125ML 12/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB5002000|FISFB5002000|IC5008|FISHER SCIENTIFIC|224.00|0.00|49|CATALOG|PK|FLSK ERLENM NM GLS 2000ML 4/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB50025|FISFB50025|IC5008|FISHER SCIENTIFIC|154.00|0.00|49|CATALOG|PK|FLASK ERLENM NM GLS 25ML 12/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB500250|FISFB500250|IC5008|FISHER SCIENTIFIC|156.00|0.00|49|CATALOG|PK|FLSK ERLENM NM GLS 250ML 12/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB5004000|FISFB5004000|IC5008|FISHER SCIENTIFIC|175.00|0.00|49|CATALOGUE|EA|FLSK ERLENM NM GLS 4000ML 1/CS||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB50050|FISFB50050|IC5008|FISHER SCIENTIFIC|160.00|0.00|49|CATALOG|PK|FLASK ERLENM NM GLS 50ML 12/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB500500|FISFB500500|IC5008|FISHER SCIENTIFIC|94.00|0.00|49|CATALOG|PK|FLASK ERLENM NM GLS 500ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB501125|FISFB501125|IC5008|FISHER SCIENTIFIC|157.00|0.00|49|CATALOG|PK|FLASK ERLEN WM GLS 125ML 12/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB5012000|FISFB5012000|IC5008|FISHER SCIENTIFIC|199.00|0.00|49|CATALOG|PK|FLASK ERLEN WM GLS 2000ML 4/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB501250|FISFB501250|IC5008|FISHER SCIENTIFIC|224.00|0.00|49|CATALOG|PK|FLASK ERLENM WM GLS 250ML 12PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB501500|FISFB501500|IC5008|FISHER SCIENTIFIC|116.00|0.00|49|CATALOGUE|PK|FLASK ERLENM WM GLS 500ML 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB60058100|FISFB60058100|IC5008|FISHER SCIENTIFIC|208.00|0.00|49|CATALOG|PK|FUNEL GLS LONG STEM 100MM 6/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB60158100|FISFB60158100|IC5008|FISHER SCIENTIFIC|240.00|0.00|49|CATALOG|PK|Reusable Glass Short-Stem Funnels, 58deg||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB6015845|FISFB6015845|IC5008|FISHER SCIENTIFIC|172.00|0.00|49|CATALOG|PK|Reusable Glass Short-Stem Funnels, 19ml,||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB6015865|FISFB6015865|IC5008|FISHER SCIENTIFIC|340.00|0.00|49|CATALOGUE|PK|Reusable Glass Short-Stem Funnels, 60ml,||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB6015875|FISFB6015875|IC5008|FISHER SCIENTIFIC|323.00|0.00|49|CATALOG|PK|FUNNEL GLS SHT STEM 75MM 90ml (12/PK)||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB68684|FISFB68684|IC5008|FISHER SCIENTIFIC|48.00|0.00|49|CATALOG|PK|STP FB TURNOVER 25 CRM 10/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB68685|FISFB68685|IC5008|FISHER SCIENTIFIC|48.00|0.00|49|CATALOG|PK|STP FB TURNOVER 29 CRM 10/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB70013100|FISFB70013100|IC5008|FISHER SCIENTIFIC|100.00|0.00|49|CATALOG|EA|TEST TUBE GLS 13X100MM 72/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB70016125|FISFB70016125|IC5008|FISHER SCIENTIFIC|118.00|0.00|49|CATALOG|PK|TEST TUBE GLS 16X125MM 72/PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB70125150|FISFB70125150|IC5008|FISHER SCIENTIFIC|309.00|0.00|49|CATALOGUE|PK|Fisherbrand Test Tubes with Rubber-Lined||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB800100|FISFB800100|IC5008|FISHER SCIENTIFIC|120.00|0.00|49|CATALOG|CS|FB Reusable Gls Media Btls w/Cap 100ml 1||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB8001000|FISFB8001000|IC5008|FISHER SCIENTIFIC|241.00|0.00|49|CATALOG|CS|FB Reusable Gls Media Btls w/Cap 1000ml||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB80010000|FISFB80010000|IC5008|FISHER SCIENTIFIC|391.00|0.00|49|CATALOG|CS|FB Reusable Gls Media Btls w/Cap 10000ml||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB8002000|FISFB8002000|IC5008|FISHER SCIENTIFIC|62.00|0.00|49|CATALOG|EA|FB Reusable Gls Media Btls w/Cap 2000ml||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB800250|FISFB800250|IC5008|FISHER SCIENTIFIC|135.00|0.00|49|CATALOG|CS|FB Reusable Gls Media Btls w/Cap 250ml 1||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB800500|FISFB800500|IC5008|FISHER SCIENTIFIC|166.00|0.00|49|CATALOG|CS|FB Reusable Gls Media Btls w/Cap 500ml 1||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB8005000|FISFB8005000|IC5008|FISHER SCIENTIFIC|253.00|0.00|49|CATALOG|CS|FB Reusable Gls Media Btls w/Cap 5000ml||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB800STDCAP|FISFB800STDCAP|IC5008|FISHER SCIENTIFIC|116.00|0.00|49|CATALOGUE|CS|Replacemnt Cap for Gls Media BTLs,10/Cs||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB9601|FISFB9601|IC5008|FISHER SCIENTIFIC|0.00|0.00|49|CATALOGUE|PK|COVER FOR FB960I ALUM 10ML 6PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB9603|FISFB9603|IC5008|FISHER SCIENTIFIC|240.00|0.00|49|CATALOG|PK|COVER FOR FB960K ALUM 50ML 6PK||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB960A|FISFB960A|IC5008|FISHER SCIENTIFIC|30.00|0.00|49|CATALOG|EA|CRUCIBLE 13MMDX25MMH 2ML||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB960G|FISFB960G|IC5008|FISHER SCIENTIFIC|53.00|0.00|49|CATALOG|EA|CRUCIBLE GOOCH 2||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB960I|FISFB960I|IC5008|FISHER SCIENTIFIC|33.00|0.00|49|CATALOG|EA|CRUCIBLE HIGH FORM ALUM 10ML||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB960K|FISFB960K|IC5008|FISHER SCIENTIFIC|170.00|0.00|49|CATALOG|EA|CRUCIBLE HIGH FORM ALUM 50ML||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB961A|FISFB961A|IC5008|FISHER SCIENTIFIC|68.00|0.00|49|CATALOG|EA|MORTAR ONLY 50ML 70MM OD||RSD-Fisher Catalogue|RSD Prefix - FIS|
FISFB961D|FISFB961D|IC5008|FISHER SCIENTIFIC|23.00|0.00|49|CATALOG|EA|MORTAR W/O PESTLE 115MM OD||RSD-Fisher Catalogue|RSD Prefix - FIS|
